HIP,RAdeg,DEdeg,Vmag,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,B-V,e_B-V,V-I,BTmag,VTmag,Hpmag,SpType,VarFlag,MultFlag,distance_pc,Abs_Vmag,logL_solar,Teff_K
69191,72.09931,-63.225791,9.38,4.4,1.29,24.7,32.8,2.45,2.06,0.155,0.016,0.195,9.526,9.405,9.35,A3 V,R,,227.3,2.597,0.8932,8528.0
69192,190.62256,-37.886805,12.5,0.7,0.85,-8.39,-41.54,0.9,1.6,1.369,0.009,1.552,13.674,12.624,12.365,,M,,1428.6,1.725,1.242,4002.0
69193,157.32829,4.630922,11.59,14.25,1.1,17.38,-8.43,1.9,2.05,1.666,0.027,1.751,12.973,11.736,11.425,M6 V,,,70.2,7.359,-1.0116,3560.0
69194,204.086528,15.684274,7.04,8.38,1.05,-33.9,-18.17,1.19,0.88,1.078,0.02,1.223,7.939,7.151,6.922,K7 V,,O,119.3,1.656,1.2696,4563.0
69195,172.672401,15.045091,6.84,0.28,0.24,-89.16879305711116,524.8659898150768,2.67,1.29,1.789,0.013,2.008,8.337,7.004,6.687,M2 V,,,3571.4,,,3405.0
69196,122.910927,-14.771642,8.19,13.91,0.44,-26.42,35.76,0.66,0.3,0.487,0.028,0.567,8.626,8.225,8.141,G4 V,,O,71.9,3.907,0.3692,6448.0
69197,156.01849,-18.890388,7.81,7.24,0.2,-41.88,-89.34,2.53,1.99,0.391,0.021,0.454,8.113,7.85,7.77,F1 Ib,,,138.1,2.109,1.0884,6929.0
69198,312.346632,-17.939413,10.25,0.65,1.55,31.83,42.16,0.3,1.6,1.344,0.014,1.49,11.375,10.37,10.09,,,,1538.5,-0.685,2.206,4044.0
69199,312.761227,21.685521,8.03,6.95,0.33,59.75,31.31,1.5,0.93,-0.219,0.025,-0.296,7.804,8.006,8.065,B5 V,,,143.9,2.24,1.036,14061.0
69200,128.294894,-76.724816,8.88,28.68,0.82,-85.49,-5.68,1.57,0.3,0.788,0.014,0.879,9.525,8.949,8.81,G3 V,,,34.9,6.168,-0.5352,5317.0
69201,108.007327,27.845998,6.84,0.52,1.4,19.9,-38.3,1.04,1.04,1.48,0.012,1.667,8.121,6.969,6.702,M5 V,,,1923.1,-4.58,3.764,3824.0
69202,160.856435,10.547254,12.07,6.91,0.2,-81.29,-14.75,1.74,0.3,1.6,0.001,1.759,13.425,12.206,11.906,M5 V,,,144.7,6.267,-0.5748,3649.0
69203,351.148016,65.056757,9.45,24.59,0.82,-106.44,2.77,1.55,2.44,1.451,0.003,1.581,10.632,9.573,9.307,M8 V,,,40.7,6.404,-0.6296,3869.0
69204,332.752669,-8.353726,5.56,21.54,1.22,38.26,52.36,2.0,1.83,1.55,0.011,1.806,6.863,5.696,5.404,M0 V,S,C,46.4,2.226,1.0416,3720.0
69205,59.526959,10.970449,7.39,8.39,2.06,-78.14,51.73,0.83,1.72,0.565,0.024,0.57,7.875,7.45,7.329,,,,119.2,2.009,1.1284,6108.0
69206,316.247474,24.126324,7.42,1.64,0.8,66.62,-29.33,2.03,0.48,1.533,0.005,1.72,8.734,7.562,7.251,M8 Ib,,,609.8,-1.506,2.5344,3745.0
69207,88.818916,-4.894,10.2,13.14,1.62,32.35,-49.83,0.68,1.58,1.56,0.013,1.676,11.567,10.348,10.055,,,,76.1,5.793,-0.3852,3705.0
69208,11.63128,5.16266,9.01,3.19,0.42,18.33,-63.14,0.41,1.05,1.547,0.013,1.763,10.358,9.137,8.836,M8 III,,,313.5,1.529,1.3204,3724.0
69209,293.498366,6.714347,11.29,22.2,1.48,15.87,5.56,0.88,1.33,0.293,0.007,0.339,11.507,11.305,11.265,F6 V,,,45.0,8.022,-1.2768,7507.0
69210,30.155438,82.46825,5.67,10.71,1.49,32.1,64.36,0.74,0.3,0.534,0.012,0.579,6.123,5.703,5.617,G1 V,,C,93.4,0.819,1.6044,6239.0
69211,94.554876,68.776703,10.79,6.84,0.97,-4.31,-12.29,0.3,1.09,1.543,0.015,1.662,12.097,10.907,10.624,M6 IV,,O,146.2,4.965,-0.054,3730.0
69212,53.379153,-50.306897,11.46,10.69,2.06,-12.8,65.55,1.92,0.82,1.533,0.023,1.679,12.77,11.597,11.297,M0 V,,,93.5,6.605,-0.71,3745.0
69213,144.822116,39.969577,7.27,3.48,0.25,-80.79,-37.39,0.32,0.38,0.803,0.018,0.939,7.923,7.345,7.193,G5 V,C,,287.4,-0.022,1.9408,5272.0
69214,292.522557,-4.292381,9.39,0.1,1.33,-5.57,-64.68,0.82,0.88,1.479,0.014,1.609,10.628,9.527,9.24,M6 V,,,10000.0,,,3825.0
69215,171.828206,-36.479789,7.97,4.0,0.72,52.83,3.24,1.51,0.64,-0.002,0.011,-0.043,7.965,7.979,7.976,,,,250.0,0.98,1.54,10150.0
69216,74.346378,35.565284,6.09,2.87,0.99,44.08,-4.48,0.86,0.97,1.605,0.018,1.807,7.463,6.23,5.93,M3 IV,D,,348.4,-1.621,2.5804,3642.0
69217,231.116588,73.377973,11.52,9.21,0.74,63.13,21.21,1.8,0.92,1.398,0.021,1.473,12.677,11.641,11.362,M7 V,,,108.6,6.341,-0.6044,3954.0
69218,346.518501,77.464519,9.33,30.7,0.3,67.27,-20.79,1.54,1.05,1.047,0.02,1.112,10.245,9.416,9.198,K4 V,,G,32.6,6.766,-0.7744,4633.0
69219,357.870645,-66.092283,7.65,8.09,0.51,36.9,-15.4,1.76,1.12,0.432,0.022,0.424,7.998,7.705,7.601,F8 V,,,123.6,2.19,1.056,6714.0
69220,185.198339,39.908142,8.77,6.47,0.25,-24.6,58.57,0.73,0.6,1.504,0.015,1.641,10.054,8.908,8.62,M8 III,,,154.6,2.825,0.802,3787.0
69221,118.543227,23.235091,10.12,15.59,1.4,-121.66,-72.78,0.76,1.61,1.673,0.001,1.864,11.543,10.276,9.953,,,,64.1,6.084,-0.5016,3551.0
69222,253.465456,-9.624425,9.12,0.81,0.75,90.74,24.67,1.46,2.48,0.234,0.011,0.327,9.315,9.138,9.09,F0 IV,,,1234.6,-1.338,2.4672,7909.0
69223,189.655045,-21.294445,6.86,0.1,0.58,-18.97,-18.95,0.74,1.76,0.443,0.001,0.491,7.265,6.899,6.81,F3 V,,,10000.0,,,6659.0
69224,150.806905,-3.651375,7.7,26.51,2.01,58.9,16.66,2.19,0.3,1.604,0.017,1.79,9.069,7.837,7.54,M0 V,,,37.7,4.817,0.0052,3644.0
69225,206.336173,-48.015537,7.11,1.57,0.62,-33.86,-3.54,1.32,2.11,0.036,0.011,0.035,7.137,7.13,7.099,B4 V,,,636.9,-1.911,2.6964,9697.0
69226,222.994565,-10.930353,7.82,26.66,1.2,38.38,-9.79,1.57,1.43,1.472,0.017,1.729,9.084,7.944,7.667,M2 V,,,37.5,4.949,-0.0476,3836.0
69227,359.682843,-16.923242,8.28,1.58,1.04,-1.76,-51.24,0.74,1.06,-0.145,0.017,-0.183,8.16,8.269,8.309,B8 III,,,632.9,-0.727,2.2228,12390.0
69228,358.329235,-22.079197,8.41,5.91,1.14,12.27,-16.68,1.42,0.36,1.502,0.005,1.64,9.667,8.532,8.261,,,,169.2,2.268,1.0248,3791.0
69229,97.608909,-58.301267,8.02,1.91,0.99,5.57,62.89,0.78,2.0,1.262,0.006,1.412,9.098,8.124,7.887,,R,,523.6,-0.575,2.162,4191.0
69230,27.768558,-72.24997,11.14,6.66,1.63,-52.98,69.59,1.14,0.58,1.475,0.001,1.647,12.373,11.268,11.009,M9 V,,,150.2,5.257,-0.1708,3832.0
69231,130.187038,-30.021317,7.66,34.28,1.53,-18.86,17.86,0.85,0.93,1.038,0.024,1.191,8.518,7.74,7.553,,,,29.2,5.335,-0.202,4653.0
69232,259.415623,-55.084517,3.34,12.54,0.2,10.95,-85.48,0.94,2.12,1.345,0.012,1.533,4.479,3.449,3.209,,,,79.7,-1.169,2.3996,4043.0
69233,125.899979,-16.971995,8.5,0.65,1.72,55.09,-96.01,1.19,0.68,1.44,0.005,1.534,9.741,8.63,8.356,,,O,1538.5,-2.435,2.906,3886.0
69234,234.363834,-56.632262,10.37,24.05,0.35,-35.63,25.22,1.63,1.47,1.194,0.001,1.323,11.407,10.477,10.258,K6 V,,,41.6,7.276,-0.9784,4321.0
69235,70.793172,40.227291,8.25,13.84,0.47,77.67,50.58,1.5,1.58,0.688,0.024,0.707,8.826,8.307,8.185,,,,72.3,3.956,0.3496,5643.0
69236,232.085833,-68.546152,10.25,12.41,1.0,35.04,32.53,0.68,1.86,1.438,0.006,1.567,11.473,10.375,10.076,M4 V,,,80.6,5.719,-0.3556,3889.0
69237,86.804376,12.055871,8.35,15.23,0.85,25.31,-47.86,0.53,1.58,0.074,0.007,0.071,8.453,8.362,8.336,A6 V,,V,65.7,4.263,0.2268,9287.0
69238,250.398688,-20.640848,7.79,22.31,0.28,4.65,40.74,0.73,0.74,1.319,0.008,1.35,8.905,7.914,7.649,M5 V,,,44.8,4.532,0.1192,4088.0
69239,310.167895,31.147226,7.4,16.15,0.33,-12.89,-29.48,0.98,1.33,1.726,0.027,1.889,8.9,7.549,7.233,M6 V,,X,61.9,3.441,0.5556,3482.0
69240,188.965562,-75.433507,6.5,0.9,0.6,53.92,55.95,1.53,0.79,1.338,0.02,1.397,7.686,6.62,6.355,M3 V,,,1111.1,-3.729,3.4236,4055.0
69241,174.573073,51.455787,9.81,3.72,1.36,16.73,-9.72,1.18,1.28,1.505,0.031,1.613,11.074,9.945,9.644,M9 II,,,268.8,2.663,0.8668,3786.0
69242,338.958008,12.946904,6.4,6.04,0.33,56.98,-26.15,0.87,0.44,0.345,0.008,0.327,6.703,6.441,6.376,F9 III,,,165.6,0.305,1.81,7187.0
69243,169.730942,26.276286,6.36,16.7,1.36,52.97,-61.72,0.98,1.23,0.2,0.02,0.241,6.534,6.358,6.335,A2 V,,,59.9,2.474,0.9424,8163.0
69244,118.195086,63.658297,9.21,30.53,1.32,57.43,49.77,0.3,1.06,0.984,0.02,1.085,10.046,9.313,9.13,K0 III,,,32.8,6.634,-0.7216,4781.0
69245,162.723865,23.411745,7.87,7.1,2.17,14.11,42.19,1.2,0.75,1.508,0.007,1.708,9.131,7.998,7.705,M7 V,,,140.8,2.126,1.0816,3782.0
69246,109.99597,-4.579739,10.14,5.42,0.4,-10.8,65.35,0.63,0.63,1.104,0.012,1.238,11.069,10.248,10.03,K8 V,,,184.5,3.81,0.408,4506.0
69247,289.037187,-24.874803,7.65,19.99,1.16,-65.05,-69.52,1.65,0.82,0.869,0.032,0.917,8.415,7.729,7.566,K4 II,,,50.0,4.154,0.2704,5081.0
69248,91.189698,-8.081554,7.89,3.27,1.04,5.4,-38.27,0.82,0.65,0.847,0.001,0.935,8.662,7.971,7.798,K3 V,,,305.8,0.463,1.7468,5143.0
69249,186.157194,-54.516322,9.46,25.23,0.75,5.51,-26.32,2.53,0.56,1.34,0.015,1.484,10.624,9.584,9.318,M8 V,,,39.6,6.47,-0.656,4051.0
69250,83.775849,-15.611339,4.94,1.39,1.18,-33.19,44.57,1.59,1.01,1.335,0.025,1.544,6.081,5.054,4.803,M9 V,,,719.4,-4.345,3.67,4060.0
69251,16.278658,-54.458853,9.11,46.57,1.58,-44.27,-47.39,2.33,2.36,1.393,0.012,1.522,10.272,9.232,8.969,M5 V,,,21.5,7.451,-1.0484,3962.0
69252,224.856884,-38.595551,8.05,26.0,0.24,-13.09,-23.24,0.67,0.3,0.369,0.015,0.389,8.323,8.086,8.022,,,,38.5,5.125,-0.118,7050.0
69253,73.873115,55.987155,9.72,0.85,0.82,73.27,-4.15,3.02,1.24,1.267,0.015,1.393,10.766,9.836,9.595,,,,1176.5,-0.633,2.1852,4181.0
69254,42.831607,49.119886,5.61,3.86,0.76,34.9,71.28,1.28,0.93,1.197,0.013,1.272,6.63,5.707,5.481,M5 V,,,259.1,-1.457,2.5148,4315.0
69255,157.478881,70.345632,8.12,1.22,0.57,-57.03,27.74,0.61,1.16,1.454,0.004,1.627,9.371,8.265,7.967,,,V,819.7,-1.448,2.5112,3864.0
69256,196.674897,-71.647113,9.55,0.1,1.13,33.94,-55.74,0.59,0.3,1.371,0.016,1.558,10.741,9.686,9.41,M3 Ia,,,10000.0,,,3998.0
69257,281.546131,50.744501,10.47,13.09,0.46,7.09,-11.93,1.42,0.78,1.689,0.019,1.805,11.895,10.619,10.323,M8 III,,,76.4,6.055,-0.49,3530.0
69258,134.397699,8.214613,8.82,1.66,1.37,-82.68,4.98,1.53,1.14,1.099,0.016,1.226,9.775,8.915,8.701,K1 III,,,602.4,-0.079,1.9636,4517.0
69259,130.572819,30.205836,9.49,7.41,0.52,1.24,45.8,1.39,2.26,0.035,0.017,0.018,9.519,9.511,9.483,,P,C,135.0,3.839,0.3964,9709.0
69260,355.784741,-38.459664,9.62,10.59,0.93,-91.08,90.71,0.3,1.98,-0.129,0.023,-0.13,9.526,9.602,9.632,,,,94.4,4.744,0.0344,12085.0
69261,79.837623,0.760843,8.62,3.71,1.04,-48.17,-8.91,0.89,1.14,0.719,0.009,0.751,9.253,8.7,8.544,,,,269.5,1.467,1.3452,5538.0
69262,36.26954,41.147922,9.58,19.54,0.5,0.35,-52.88,1.94,0.61,1.486,0.001,1.653,10.85,9.72,9.448,M1 V,,,51.2,6.035,-0.482,3815.0
69263,244.562428,-7.527159,10.78,1.08,1.59,-54.12,5.06,1.27,3.14,1.017,0.007,1.12,11.654,10.87,10.681,K3 V,,,925.9,0.947,1.5532,4702.0
69264,320.181522,86.090851,8.06,0.75,1.2,-58.03,19.44,1.9,0.71,1.489,0.024,1.612,9.298,8.193,7.9,,,G,1333.3,-2.565,2.958,3810.0
69265,141.694221,55.09024,8.84,0.56,1.21,84.05,-25.08,1.84,1.66,1.636,0.02,1.802,10.218,9.003,8.669,M2 V,,O,1785.7,-2.419,2.8996,3600.0
69266,330.813776,-23.688154,9.79,17.74,0.49,74.45,-15.02,0.87,1.51,1.614,0.044,1.732,11.166,9.953,9.642,M7 V,,G,56.4,6.035,-0.482,3630.0
69267,289.257887,48.314475,9.69,5.62,1.14,-6.68,-25.72,0.3,0.83,1.728,0.015,1.993,11.141,9.848,9.513,,,,177.9,3.439,0.5564,3480.0
69268,67.190304,-1.779149,6.85,7.29,0.53,-2.75,-19.37,1.66,0.81,0.561,0.025,0.552,7.345,6.909,6.783,,,,137.2,1.164,1.4664,6125.0
69269,199.749452,-10.727073,10.86,31.31,0.52,-69.63,-10.03,0.3,1.5,1.565,0.004,1.693,12.193,11.014,10.692,,,,31.9,8.338,-1.4032,3698.0
69270,72.048717,-85.177063,9.34,18.67,1.58,-40.84,-21.13,2.61,2.72,0.985,0.021,1.174,10.187,9.408,9.226,,,,53.6,5.696,-0.3464,4779.0
69271,233.779573,1.511408,9.57,14.47,1.1,-74.46,34.86,0.63,0.99,1.563,0.022,1.782,10.89,9.712,9.43,M0 III,,V,69.1,5.372,-0.2168,3701.0
69272,82.674833,5.925757,10.58,11.76,1.15,101.99,-19.43,2.08,1.61,1.566,0.017,1.705,11.932,10.722,10.427,,,,85.0,5.932,-0.4408,3697.0
69273,233.281602,-50.387757,10.42,5.13,0.84,-1.2,72.43,0.96,1.32,1.623,0.037,1.792,11.818,10.569,10.259,M5 III,C,,194.9,3.971,0.3436,3617.0
69274,27.410251,-68.090398,9.1,5.46,0.92,50.9,66.47,0.65,2.28,0.547,0.01,0.603,9.601,9.152,9.056,G6 V,,V,183.2,2.786,0.8176,6183.0
69275,213.137042,-59.263966,8.85,15.94,1.04,8.68,85.23,1.66,1.44,0.341,0.006,0.415,9.138,8.874,8.812,A9 V,,,62.7,4.862,-0.0128,7211.0
69276,76.894405,34.186303,7.32,10.33,0.79,-30.36,-10.95,0.83,1.02,1.594,0.022,1.78,8.657,7.467,7.161,M0 III,,,96.8,2.391,0.9756,3657.0
69277,131.329842,-55.776784,6.36,35.5,1.61,5.59,-22.75,0.3,1.98,0.924,0.008,1.033,7.133,6.462,6.258,K2 II,R,,28.2,4.111,0.2876,4933.0
69278,145.250084,29.172189,9.37,12.67,1.45,-46.05,74.64,0.53,0.42,-0.174,0.039,-0.19,9.225,9.364,9.389,B2 II,,,78.9,4.884,-0.0216,12989.0
69279,312.225256,-24.790381,7.02,5.5,0.93,92.83,61.11,1.46,0.55,1.613,0.015,1.916,8.406,7.179,6.851,,,,181.8,0.722,1.6432,3631.0
69280,315.027538,-69.618818,9.86,0.34,0.8,-58.07,-26.6,0.97,0.3,1.52,0.015,1.707,11.167,9.982,9.71,M2 V,,,2941.2,,,3764.0
69281,125.882412,-37.236457,8.79,3.98,0.32,26.101638745325403,-170.29093063474235,0.51,0.9,1.522,0.033,1.691,10.073,8.938,8.625,M3 V,,,251.3,1.789,1.2164,3761.0
69282,239.395886,35.71579,10.04,5.7,0.72,9.59,-50.68,0.33,0.46,1.473,0.018,1.551,11.288,10.167,9.887,M3 V,,,175.4,3.819,0.4044,3835.0
69283,105.006918,-8.869046,7.4,12.17,2.37,33.12,9.42,0.3,0.3,0.386,0.016,0.368,7.728,7.42,7.359,F7 III,,,82.2,2.826,0.8016,6956.0
69284,104.991646,82.152628,9.11,17.21,1.35,-42.19,-77.3,1.68,1.5,1.456,0.011,1.571,10.345,9.234,8.958,,,,58.1,5.289,-0.1836,3861.0
69285,252.295762,-25.39157,8.37,25.71,0.99,-28.28,30.24,0.3,0.98,1.662,0.017,1.834,9.785,8.507,8.206,,,,38.9,5.421,-0.2364,3565.0
69286,243.690555,-18.925196,5.65,5.8,0.45,-40.25,44.12,0.84,0.39,0.834,0.028,0.863,6.32,5.713,5.567,K4 IV,,,172.4,-0.533,2.1452,5180.0
69287,155.049752,24.111247,12.5,12.62,0.96,5.75,53.85,0.64,0.77,1.708,0.004,1.886,13.938,12.66,12.329,,,,79.2,8.005,-1.27,3505.0
69288,336.590352,18.354481,6.91,21.18,1.18,88.98,-22.83,2.35,1.33,1.409,0.001,1.498,8.082,7.045,6.771,M5 III,,,47.2,3.54,0.516,3936.0
69289,156.863214,-72.319371,7.69,2.52,1.06,-25.86,-52.73,1.88,0.97,1.583,0.017,1.698,9.003,7.834,7.531,M5 V,,,396.8,-0.303,2.0532,3673.0
69290,79.026293,73.044431,8.87,4.86,1.04,-52.09,34.24,1.42,2.08,1.288,0.028,1.447,9.995,8.996,8.725,M9 V,,V,205.8,2.303,1.0108,4143.0
69291,186.083648,-54.892219,4.68,2.44,0.6,-7.85,52.41,0.47,1.78,0.878,0.029,0.959,5.43,4.747,4.579,K2 V,,,409.8,-3.383,3.2852,5056.0
69292,237.559336,12.496104,6.47,8.24,0.79,258.9146998314129,-490.59986210574516,1.71,1.96,0.375,0.001,0.366,6.771,6.505,6.457,,R,,121.4,1.05,1.512,7016.0
69293,232.374802,67.219754,4.39,5.95,1.55,-17.77,36.18,1.52,0.35,0.595,0.004,0.644,4.909,4.437,4.337,,,,168.1,-1.737,2.6268,5987.0
69294,196.301175,65.046427,9.72,1.5,0.66,-51.63,11.95,1.01,0.88,0.424,0.016,0.496,10.156,9.758,9.68,,,,666.7,0.6,1.692,6755.0
69295,271.765563,40.019158,7.81,6.3,1.14,-28.27,15.24,1.46,0.98,1.552,0.02,1.673,9.125,7.936,7.675,M2 V,,,158.7,1.807,1.2092,3717.0
69296,5.389719,-14.692409,7.11,1.91,1.42,-83.91,31.84,1.08,0.78,0.646,0.022,0.696,7.652,7.163,7.055,,,,523.6,-1.485,2.526,5793.0
69297,304.327837,0.078859,6.93,3.38,1.17,-34.47,-54.89,1.25,1.23,1.4,0.015,1.457,8.151,7.05,6.81,M9 V,,,295.9,-0.425,2.102,3950.0
69298,202.247741,-1.858405,11.05,7.53,0.92,4.75,-27.1,0.3,2.12,1.716,0.014,1.844,12.51,11.198,10.86,M6 V,,,132.8,5.434,-0.2416,3495.0
69299,107.724772,-44.981614,5.38,11.71,0.2,-25.6,53.15,1.55,0.45,0.97,0.027,1.132,6.216,5.462,5.298,K0 III,,,85.4,0.723,1.6428,4816.0
69300,11.99667,23.385445,10.21,2.73,1.03,-39.03,34.04,0.75,1.99,1.427,0.021,1.605,11.446,10.345,10.069,M5 V,,,366.3,2.391,0.9756,3907.0
69301,32.170155,3.696816,4.58,2.68,0.2,20.03,85.77,1.19,0.79,0.941,0.016,1.091,5.374,4.655,4.479,K3 V,,,373.1,-3.279,3.2436,4889.0
69302,162.139466,-20.682846,6.65,11.89,0.2,67.44,-70.48,1.35,0.43,1.455,0.019,1.581,7.894,6.785,6.492,,,,84.1,2.026,1.1216,3862.0
69303,272.965431,-29.247172,9.13,5.66,1.15,15.8,42.59,1.18,2.65,1.589,0.028,1.81,10.528,9.278,8.971,,,,176.7,2.894,0.7744,3664.0
69304,196.269677,-9.356116,7.97,10.84,2.04,-38.45,-66.71,1.6,0.51,1.627,0.017,1.756,9.359,8.117,7.813,M1 V,,,92.3,3.145,0.674,3612.0
69305,211.319182,-27.758437,11.53,20.42,1.06,-52.73,-55.16,1.4,0.56,0.98,0.02,1.058,12.351,11.597,11.416,K4 V,,,49.0,8.08,-1.3,4791.0
69306,349.44675,-56.580327,7.27,1.22,0.99,11.85,89.61,2.04,1.47,0.476,0.015,0.574,7.678,7.304,7.231,F1 II,,G,819.7,-2.298,2.8512,6500.0
69307,123.265214,44.798173,6.64,3.41,1.18,75.11,-23.1,0.3,1.72,1.49,0.002,1.537,7.918,6.767,6.502,M4 V,,,293.3,-0.696,2.2104,3809.0
69308,309.700465,-38.674085,7.83,12.7,1.42,-52.83,-107.14,2.02,1.0,0.738,0.01,0.774,8.455,7.915,7.765,G6 IV,,,78.7,3.349,0.5924,5475.0
69309,99.613469,-23.249343,10.92,8.37,1.31,21.52,7.31,2.06,0.73,1.671,0.016,1.869,12.314,11.08,10.764,M8 V,,,119.5,5.534,-0.2816,3553.0
69310,263.414048,-34.37213,7.98,42.63,0.88,-85.58,-12.35,1.83,0.3,0.593,0.026,0.709,8.464,8.049,7.92,F9 V,,V,23.5,6.129,-0.5196,5995.0
69311,77.107332,-9.713522,4.42,2.31,1.21,-6.35,-31.2,1.55,0.61,1.408,0.03,1.547,5.588,4.534,4.254,M4 V,,,432.9,-3.762,3.4368,3937.0
69312,101.140301,46.574512,7.66,3.68,0.3,33.84,3.17,1.42,1.14,1.567,0.006,1.652,9.018,7.8,7.515,M1 IV,,,271.7,0.489,1.7364,3695.0
69313,102.092474,-7.136324,10.53,3.59,0.66,-116.17,65.26,1.16,2.02,1.165,0.007,1.255,11.531,10.647,10.386,K5 IV,,,278.6,3.305,0.61,4379.0
69314,319.797311,-54.406562,7.13,12.77,0.75,31.94,-48.3,1.52,0.46,0.489,0.018,0.59,7.587,7.178,7.077,F0 V,R,,78.3,2.661,0.8676,6439.0
69315,299.48358,10.922016,12.5,7.1,0.62,-12.76,36.12,0.3,1.8,1.751,0.018,1.931,13.986,12.663,12.34,M9 V,,,140.8,6.756,-0.7704,3451.0
69316,200.471361,61.670251,11.09,1.67,0.46,-17.71,59.93,1.12,0.51,1.408,0.024,1.525,12.245,11.23,10.941,M6 V,,V,598.8,2.204,1.0504,3937.0
69317,306.804587,-53.353961,8.16,1.8,0.99,-29.28,20.61,1.2,1.31,0.075,0.002,0.015,8.217,8.164,8.157,A0 IV,,,555.6,-0.564,2.1576,9277.0
69318,67.496305,-21.031935,8.82,0.33,1.52,-16.02,-81.64,2.48,1.45,1.669,0.017,1.805,10.238,8.963,8.653,M3 V,,,3030.3,,,3556.0
69319,338.012243,18.009621,10.24,5.37,0.2,78.61,14.87,1.93,1.27,1.493,0.009,1.638,11.528,10.399,10.084,M5 V,M,,186.2,3.89,0.376,3804.0
69320,11.316525,9.927818,8.26,14.09,0.82,-70.32,0.4,1.15,1.55,1.27,0.011,1.418,9.345,8.384,8.136,M4 V,,,71.0,4.005,0.33,4176.0
69321,59.187499,-4.779156,8.2,16.91,1.22,-19.01,46.01,1.39,0.51,1.009,0.005,1.074,9.071,8.301,8.079,K4 V,,V,59.1,4.341,0.1956,4721.0
69322,5.574257,-57.919659,4.91,11.4,0.71,-13.23,-32.35,0.92,0.3,0.128,0.006,0.196,5.017,4.916,4.898,,,,87.7,0.195,1.854,8766.0
69323,191.225019,-32.2282,9.12,2.41,0.93,-42.56,39.27,1.13,1.43,0.833,0.004,0.927,9.837,9.19,9.03,,,,414.9,1.03,1.52,5183.0
69324,175.704961,35.843372,9.75,8.66,1.5,4.81,-65.1,0.3,1.18,1.004,0.027,1.059,10.592,9.848,9.643,,,,115.5,4.438,0.1568,4733.0
69325,8.754448,-53.947872,5.06,7.49,0.91,-8.95,39.22,0.66,1.43,1.588,0.008,1.684,6.429,5.211,4.902,M3 III,,,133.5,-0.568,2.1592,3666.0
69326,340.877891,-1.8706,12.5,10.17,1.18,-2.17,18.67,1.46,1.9,0.811,0.002,0.866,13.179,12.575,12.405,G0 V,,,98.3,7.537,-1.0828,5248.0
69327,214.749794,-63.237305,11.02,4.91,1.55,4.66,-9.95,1.01,1.44,1.539,0.018,1.78,12.356,11.173,10.86,M9 V,C,G,203.7,4.475,0.142,3736.0
69328,269.368563,-2.492415,9.89,7.01,1.62,3.72,2.97,0.78,0.55,0.485,0.022,0.533,10.327,9.923,9.844,G8 V,,,142.7,4.119,0.2844,6458.0
69329,94.814657,50.844103,9.82,5.47,0.96,4.36,-3.66,1.56,1.97,0.514,0.011,0.589,10.286,9.855,9.785,F2 III,,X,182.8,3.51,0.528,6326.0
69330,331.633655,-2.974797,12.3,5.21,1.19,15.03,-60.62,1.76,1.44,0.461,0.025,0.499,12.713,12.347,12.243,F7 V,,G,191.9,5.884,-0.4216,6571.0
69331,98.335424,9.94873,5.12,22.45,1.85,3.07,82.71,1.28,1.41,1.546,0.011,1.657,6.453,5.273,4.968,M2 V,,,44.5,1.876,1.1816,3726.0
69332,126.240619,-54.041675,10.5,11.22,0.93,-76.14,-38.82,1.48,0.61,0.589,0.025,0.633,10.977,10.56,10.433,,,,89.1,5.75,-0.368,6011.0
69333,294.338741,-1.089023,7.95,1.05,1.21,86.09,-54.53,2.08,1.45,0.249,0.024,0.204,8.159,7.981,7.912,F6 V,,O,952.4,-1.944,2.7096,7802.0
69334,116.280586,72.089414,5.27,31.49,1.34,34.02,-25.76,0.88,0.3,1.484,0.018,1.62,6.528,5.4,5.109,M8 V,C,G,31.8,2.761,0.8276,3818.0
69335,217.713486,65.098619,7.49,5.81,0.75,-30.36,-15.24,1.58,0.67,1.558,0.009,1.62,8.798,7.642,7.336,,,C,172.1,1.311,1.4076,3708.0
69336,253.981495,14.706803,9.59,3.95,1.67,291.7182341732719,-138.0815668388828,2.92,0.31,0.647,0.016,0.709,10.131,9.655,9.521,G6 V,,,253.2,2.573,0.9028,5789.0
69337,280.001786,-6.95448,8.74,5.09,0.72,-31.22,17.43,2.65,0.38,1.428,0.024,1.559,9.931,8.871,8.597,M2 V,,,196.5,2.274,1.0224,3905.0
69338,88.98825,7.080677,7.55,18.26,2.31,-15.29,-57.42,1.14,1.53,0.428,0.025,0.533,7.896,7.607,7.504,F1 II,S,,54.8,3.858,0.3888,6735.0
69339,319.962408,61.151148,10.9,16.05,1.47,67.18,65.39,2.25,1.52,-0.096,0.027,-0.176,10.789,10.889,10.897,A5 II,,,62.3,6.927,-0.8388,11506.0
69340,29.310896,-46.151167,7.72,5.46,0.71,-11.91,51.12,0.47,1.21,1.629,0.016,1.801,9.105,7.883,7.542,M5 V,,,183.2,1.406,1.3696,3609.0
69341,178.961824,-2.120595,5.2,7.83,0.73,57.91,13.87,1.27,2.34,0.788,0.002,0.877,5.862,5.271,5.125,,,,127.7,-0.331,2.0644,5317.0
69342,193.505022,11.182299,7.22,8.86,0.2,-33.46,69.14,0.63,2.36,0.167,0.024,0.135,7.354,7.249,7.21,A2 III,,,112.9,1.957,1.1492,8428.0
